shipment_id,supplier_id,product_id,shipment_date,expected_delivery,actual_delivery,status
SHIP-000894,SUP-015,PROD-0030,2024-07-15,2024-08-11,2024-08-17,Delayed
SHIP-000895,SUP-019,PROD-0051,2024-03-28,2024-04-01,2024-04-02,Delivered
SHIP-000896,SUP-001,PROD-0086,2024-11-20,2024-11-27,2024-11-26,Delivered
SHIP-000897,SUP-012,PROD-0087,2024-12-28,2025-01-25,,In Transit
SHIP-000898,SUP-014,PROD-0087,2024-04-05,2024-04-12,2024-04-14,Delivered
SHIP-000899,SUP-015,PROD-0035,2024-12-12,2025-01-08,,Pending
SHIP-000900,SUP-007,PROD-0024,2024-06-27,2024-07-17,2024-07-17,Delivered
SHIP-000901,SUP-019,PROD-0047,2024-04-15,2024-04-19,2024-04-18,Delivered
SHIP-000902,SUP-009,PROD-0060,2024-12-02,2024-12-18,2024-12-18,Delivered
SHIP-000903,SUP-019,PROD-0075,2024-04-08,2024-04-12,2024-04-12,Delivered
SHIP-000904,SUP-011,PROD-0092,2024-11-29,2024-12-29,2024-12-31,Delivered
SHIP-000905,SUP-014,PROD-0036,2024-05-17,2024-05-24,2024-05-28,Delayed
SHIP-000906,SUP-017,PROD-0061,2024-10-30,2024-11-13,2024-11-14,Delivered
SHIP-000907,SUP-015,PROD-0085,2024-12-03,2024-12-30,2025-01-01,Delivered
SHIP-000908,SUP-003,PROD-0021,2024-11-29,2024-12-19,2024-12-19,Delivered
SHIP-000909,SUP-019,PROD-0088,2024-12-08,2024-12-12,,Pending
SHIP-000910,SUP-003,PROD-0067,2024-09-09,2024-09-29,2024-09-27,Delivered
SHIP-000911,SUP-008,PROD-0090,2024-06-30,2024-07-23,2024-07-22,Delivered
SHIP-000912,SUP-007,PROD-0082,2024-12-06,2024-12-26,2024-12-28,Delivered
SHIP-000913,SUP-010,PROD-0054,2024-11-27,2024-12-18,2024-12-18,Delivered
SHIP-000914,SUP-004,PROD-0068,2024-12-11,2024-12-27,,Pending
SHIP-000915,SUP-007,PROD-0034,2024-11-26,2024-12-16,2024-12-19,Delayed
SHIP-000916,SUP-011,PROD-0012,2024-04-08,2024-05-08,2024-05-10,Delivered
SHIP-000917,SUP-012,PROD-0084,2024-08-10,2024-09-07,2024-09-05,Delivered
SHIP-000918,SUP-016,PROD-0063,2024-09-01,2024-09-06,2024-09-04,Delivered
SHIP-000919,SUP-006,PROD-0027,2024-05-20,2024-06-08,2024-06-08,Delivered
SHIP-000920,SUP-003,PROD-0072,2024-07-31,2024-08-20,2024-08-18,Delivered
SHIP-000921,SUP-018,PROD-0044,2024-11-13,2024-12-05,2024-12-06,Delivered
SHIP-000922,SUP-009,PROD-0060,2024-08-23,2024-09-08,2024-09-06,Delivered
SHIP-000923,SUP-013,PROD-0006,2024-02-17,2024-03-04,2024-03-02,Delivered
SHIP-000924,SUP-009,PROD-0087,2024-05-18,2024-06-03,2024-06-01,Delivered
SHIP-000925,SUP-015,PROD-0016,2024-02-11,2024-03-09,2024-03-08,Delivered
SHIP-000926,SUP-007,PROD-0073,2024-07-19,2024-08-08,2024-08-08,Delivered
SHIP-000927,SUP-010,PROD-0070,2024-08-20,2024-09-10,2024-09-10,Delivered
SHIP-000928,SUP-017,PROD-0013,2024-08-24,2024-09-07,2024-09-08,Delivered
SHIP-000929,SUP-006,PROD-0050,2024-07-04,2024-07-23,2024-07-22,Delivered
SHIP-000930,SUP-005,PROD-0027,2024-03-12,2024-03-17,2024-03-18,Delivered
SHIP-000931,SUP-016,PROD-0031,2024-09-02,2024-09-07,2024-09-11,Delayed
SHIP-000932,SUP-010,PROD-0097,2024-01-31,2024-02-21,2024-02-22,Delivered
SHIP-000933,SUP-020,PROD-0007,2024-09-23,2024-10-13,2024-10-11,Delivered
SHIP-000934,SUP-018,PROD-0047,2024-03-18,2024-04-09,2024-04-07,Delivered
SHIP-000935,SUP-007,PROD-0022,2024-11-09,2024-11-29,2024-12-08,Delayed
SHIP-000936,SUP-015,PROD-0084,2024-12-25,2025-01-21,2025-01-21,Delivered
SHIP-000937,SUP-012,PROD-0080,2024-11-21,2024-12-19,2024-12-20,Delivered
SHIP-000938,SUP-018,PROD-0077,2024-02-20,2024-03-13,2024-03-21,Delayed
SHIP-000939,SUP-008,PROD-0087,2024-04-22,2024-05-15,2024-05-16,Delivered
SHIP-000940,SUP-013,PROD-0003,2024-04-22,2024-05-08,2024-05-11,Delayed
SHIP-000941,SUP-010,PROD-0068,2024-06-13,2024-07-04,2024-07-04,Delivered
SHIP-000942,SUP-009,PROD-0006,2024-03-25,2024-04-10,2024-04-08,Delivered
SHIP-000943,SUP-014,PROD-0011,2024-09-08,2024-09-15,2024-09-13,Delivered
SHIP-000944,SUP-015,PROD-0014,2024-11-21,2024-12-18,2024-12-27,Delayed
SHIP-000945,SUP-019,PROD-0093,2024-03-17,2024-03-21,2024-03-19,Delivered
SHIP-000946,SUP-006,PROD-0019,2024-10-21,2024-11-09,2024-11-10,Delivered
SHIP-000947,SUP-010,PROD-0037,2024-02-27,2024-03-19,2024-03-17,Delivered
SHIP-000948,SUP-001,PROD-0091,2024-09-02,2024-09-09,2024-09-07,Delivered
SHIP-000949,SUP-003,PROD-0053,2024-08-09,2024-08-29,2024-08-30,Delivered
SHIP-000950,SUP-018,PROD-0096,2024-11-05,2024-11-27,2024-11-28,Delivered
SHIP-000951,SUP-020,PROD-0033,2024-08-23,2024-09-12,2024-09-14,Delivered
SHIP-000952,SUP-002,PROD-0017,2024-01-31,2024-02-24,2024-02-22,Delivered
SHIP-000953,SUP-015,PROD-0040,2024-08-23,2024-09-19,2024-09-21,Delivered
SHIP-000954,SUP-004,PROD-0019,2024-11-23,2024-12-09,2024-12-19,Delayed
SHIP-000955,SUP-019,PROD-0028,2024-08-14,2024-08-18,2024-08-17,Delivered
SHIP-000956,SUP-003,PROD-0079,2024-02-23,2024-03-14,2024-03-14,Delivered
SHIP-000957,SUP-007,PROD-0094,2024-07-30,2024-08-19,2024-08-21,Delivered
SHIP-000958,SUP-008,PROD-0006,2024-11-14,2024-12-07,2024-12-05,Delivered
SHIP-000959,SUP-003,PROD-0033,2024-10-08,2024-10-28,2024-10-30,Delivered
SHIP-000960,SUP-005,PROD-0089,2024-08-03,2024-08-08,2024-08-13,Delayed
SHIP-000961,SUP-013,PROD-0025,2024-03-17,2024-04-02,2024-04-04,Delivered
SHIP-000962,SUP-017,PROD-0057,2024-04-22,2024-05-06,2024-05-07,Delivered
SHIP-000963,SUP-012,PROD-0044,2024-10-04,2024-11-01,2024-11-02,Delivered
SHIP-000964,SUP-015,PROD-0089,2024-08-19,2024-09-15,2024-09-20,Delayed
SHIP-000965,SUP-019,PROD-0038,2024-05-11,2024-05-15,2024-05-16,Delivered
SHIP-000966,SUP-014,PROD-0011,2024-06-27,2024-07-04,2024-07-06,Delivered
SHIP-000967,SUP-012,PROD-0021,2024-07-19,2024-08-16,2024-08-17,Delivered
SHIP-000968,SUP-016,PROD-0091,2024-03-31,2024-04-05,2024-04-05,Delivered
SHIP-000969,SUP-002,PROD-0089,2024-09-14,2024-10-08,2024-10-07,Delivered
SHIP-000970,SUP-010,PROD-0069,2024-01-07,2024-01-28,2024-01-31,Delayed
SHIP-000971,SUP-007,PROD-0040,2024-10-18,2024-11-07,2024-11-05,Delivered
SHIP-000972,SUP-003,PROD-0099,2024-06-15,2024-07-05,2024-07-05,Delivered
SHIP-000973,SUP-002,PROD-0098,2024-10-29,2024-11-22,2024-11-25,Delayed
SHIP-000974,SUP-007,PROD-0044,2024-02-29,2024-03-20,2024-03-26,Delayed
SHIP-000975,SUP-020,PROD-0067,2024-04-20,2024-05-10,2024-05-09,Delivered
SHIP-000976,SUP-005,PROD-0072,2024-12-02,2024-12-07,2024-12-07,Delivered
SHIP-000977,SUP-017,PROD-0051,2024-09-24,2024-10-08,2024-10-15,Delayed
SHIP-000978,SUP-018,PROD-0100,2024-01-10,2024-02-01,2024-02-03,Delivered
SHIP-000979,SUP-019,PROD-0092,2024-04-03,2024-04-07,2024-04-16,Delayed
SHIP-000980,SUP-011,PROD-0010,2024-06-06,2024-07-06,2024-07-10,Delayed
SHIP-000981,SUP-019,PROD-0001,2024-11-24,2024-11-28,2024-11-26,Delivered
SHIP-000982,SUP-004,PROD-0070,2024-08-03,2024-08-19,2024-08-22,Delayed
SHIP-000983,SUP-001,PROD-0068,2024-10-17,2024-10-24,2024-10-23,Delivered
SHIP-000984,SUP-015,PROD-0088,2024-12-05,2025-01-01,2025-01-07,Delayed
SHIP-000985,SUP-012,PROD-0035,2024-07-10,2024-08-07,2024-08-16,Delayed
SHIP-000986,SUP-019,PROD-0003,2024-11-23,2024-11-27,2024-11-29,Delivered
SHIP-000987,SUP-012,PROD-0066,2024-02-13,2024-03-12,2024-03-16,Delayed
SHIP-000988,SUP-006,PROD-0033,2024-11-30,2024-12-19,2024-12-17,Delivered
SHIP-000989,SUP-008,PROD-0049,2024-07-05,2024-07-28,2024-07-26,Delivered
SHIP-000990,SUP-019,PROD-0089,2024-12-29,2025-01-02,2025-01-04,Delivered
SHIP-000991,SUP-006,PROD-0031,2024-01-14,2024-02-02,2024-02-03,Delivered
SHIP-000992,SUP-017,PROD-0009,2024-10-31,2024-11-14,2024-11-15,Delivered
SHIP-000993,SUP-012,PROD-0083,2024-06-05,2024-07-03,2024-07-03,Delivered
SHIP-000994,SUP-019,PROD-0023,2024-01-31,2024-02-04,2024-02-06,Delivered
SHIP-000995,SUP-001,PROD-0057,2024-02-03,2024-02-10,2024-02-12,Delivered
SHIP-000996,SUP-007,PROD-0079,2024-04-24,2024-05-14,2024-05-13,Delivered
SHIP-000997,SUP-003,PROD-0020,2024-09-10,2024-09-30,2024-09-28,Delivered
SHIP-000998,SUP-011,PROD-0001,2024-12-26,2025-01-25,2025-01-23,Delivered
SHIP-000999,SUP-004,PROD-0008,2024-12-17,2025-01-02,2025-01-04,Delivered
SHIP-001000,SUP-016,PROD-0100,2024-01-11,2024-01-16,2024-01-17,Delivered
SHIP-001001,SUP-004,PROD-0035,2024-12-13,2024-12-29,2024-12-30,Delivered
SHIP-001002,SUP-005,PROD-0029,2024-09-24,2024-09-29,2024-09-29,Delivered
SHIP-001003,SUP-010,PROD-0008,2024-06-06,2024-06-27,2024-07-06,Delayed
SHIP-001004,SUP-015,PROD-0062,2024-11-23,2024-12-20,2024-12-21,Delivered
SHIP-001005,SUP-014,PROD-0008,2024-02-19,2024-02-26,2024-02-27,Delivered
SHIP-001006,SUP-014,PROD-0095,2024-12-16,2024-12-23,,Pending
SHIP-001007,SUP-014,PROD-0079,2024-07-28,2024-08-04,2024-08-14,Delayed
SHIP-001008,SUP-004,PROD-0027,2024-01-26,2024-02-11,2024-02-09,Delivered
SHIP-001009,SUP-019,PROD-0071,2024-06-24,2024-06-28,2024-06-28,Delivered
SHIP-001010,SUP-017,PROD-0066,2024-10-10,2024-10-24,2024-10-22,Delivered
SHIP-001011,SUP-009,PROD-0035,2024-05-10,2024-05-26,2024-05-27,Delivered
SHIP-001012,SUP-007,PROD-0061,2024-09-05,2024-09-25,2024-09-27,Delivered
SHIP-001013,SUP-014,PROD-0098,2024-12-25,2025-01-01,,Pending
SHIP-001014,SUP-005,PROD-0007,2024-01-18,2024-01-23,2024-01-22,Delivered
SHIP-001015,SUP-003,PROD-0086,2024-02-12,2024-03-03,2024-03-05,Delivered
SHIP-001016,SUP-009,PROD-0033,2024-07-30,2024-08-15,2024-08-15,Delivered
SHIP-001017,SUP-012,PROD-0037,2024-10-28,2024-11-25,2024-11-26,Delivered
SHIP-001018,SUP-001,PROD-0039,2024-04-01,2024-04-08,2024-04-08,Delivered
SHIP-001019,SUP-001,PROD-0050,2024-11-08,2024-11-15,2024-11-16,Delivered
SHIP-001020,SUP-009,PROD-0020,2024-08-02,2024-08-18,2024-08-16,Delivered
SHIP-001021,SUP-002,PROD-0005,2024-11-08,2024-12-02,2024-12-02,Delivered
SHIP-001022,SUP-007,PROD-0028,2024-09-16,2024-10-06,2024-10-11,Delayed
SHIP-001023,SUP-005,PROD-0080,2024-07-04,2024-07-09,2024-07-11,Delivered
SHIP-001024,SUP-019,PROD-0065,2024-01-20,2024-01-24,2024-01-23,Delivered
SHIP-001025,SUP-001,PROD-0068,2024-07-25,2024-08-01,2024-08-01,Delivered
SHIP-001026,SUP-009,PROD-0049,2024-11-14,2024-11-30,2024-12-05,Delayed
SHIP-001027,SUP-014,PROD-0048,2024-08-14,2024-08-21,2024-08-31,Delayed
SHIP-001028,SUP-016,PROD-0039,2024-12-23,2024-12-28,2024-12-26,Delivered
SHIP-001029,SUP-011,PROD-0030,2024-10-22,2024-11-21,2024-11-20,Delivered
SHIP-001030,SUP-007,PROD-0100,2024-08-04,2024-08-24,2024-08-23,Delivered
SHIP-001031,SUP-007,PROD-0081,2024-11-11,2024-12-01,2024-12-01,Delivered
SHIP-001032,SUP-017,PROD-0011,2024-07-08,2024-07-22,2024-07-22,Delivered
SHIP-001033,SUP-012,PROD-0099,2024-05-11,2024-06-08,2024-06-07,Delivered
SHIP-001034,SUP-015,PROD-0056,2024-02-16,2024-03-14,2024-03-12,Delivered
SHIP-001035,SUP-014,PROD-0094,2024-03-01,2024-03-08,2024-03-08,Delivered
SHIP-001036,SUP-016,PROD-0094,2024-09-01,2024-09-06,2024-09-06,Delivered
SHIP-001037,SUP-017,PROD-0055,2024-02-21,2024-03-06,2024-03-06,Delivered
SHIP-001038,SUP-006,PROD-0034,2024-02-22,2024-03-12,2024-03-14,Delivered
SHIP-001039,SUP-020,PROD-0084,2024-07-04,2024-07-24,2024-07-30,Delayed
SHIP-001040,SUP-003,PROD-0006,2024-03-21,2024-04-10,2024-04-16,Delayed
SHIP-001041,SUP-005,PROD-0004,2024-08-28,2024-09-02,2024-09-04,Delivered
SHIP-001042,SUP-007,PROD-0015,2024-04-20,2024-05-10,2024-05-09,Delivered
SHIP-001043,SUP-011,PROD-0081,2024-03-01,2024-03-31,2024-03-30,Delivered
SHIP-001044,SUP-012,PROD-0032,2024-06-12,2024-07-10,2024-07-09,Delivered
SHIP-001045,SUP-007,PROD-0055,2024-03-16,2024-04-05,2024-04-05,Delivered
SHIP-001046,SUP-019,PROD-0053,2024-12-23,2024-12-27,2024-12-26,Delivered
SHIP-001047,SUP-020,PROD-0007,2024-09-04,2024-09-24,2024-10-03,Delayed
SHIP-001048,SUP-010,PROD-0096,2024-06-15,2024-07-06,2024-07-11,Delayed
SHIP-001049,SUP-001,PROD-0020,2024-10-09,2024-10-16,2024-10-15,Delivered
SHIP-001050,SUP-009,PROD-0067,2024-04-24,2024-05-10,2024-05-08,Delivered
SHIP-001051,SUP-018,PROD-0074,2024-08-03,2024-08-25,2024-08-25,Delivered
SHIP-001052,SUP-016,PROD-0015,2024-06-15,2024-06-20,2024-06-18,Delivered
SHIP-001053,SUP-001,PROD-0075,2024-06-05,2024-06-12,2024-06-11,Delivered
SHIP-001054,SUP-001,PROD-0001,2024-11-09,2024-11-16,2024-11-14,Delivered
SHIP-001055,SUP-008,PROD-0062,2024-08-31,2024-09-23,2024-09-25,Delivered
SHIP-001056,SUP-002,PROD-0019,2024-03-22,2024-04-15,2024-04-14,Delivered
SHIP-001057,SUP-019,PROD-0070,2024-07-06,2024-07-10,2024-07-12,Delivered
SHIP-001058,SUP-018,PROD-0098,2024-08-13,2024-09-04,2024-09-06,Delivered
SHIP-001059,SUP-012,PROD-0020,2024-04-06,2024-05-04,2024-05-14,Delayed
SHIP-001060,SUP-020,PROD-0042,2024-01-12,2024-02-01,2024-02-06,Delayed
SHIP-001061,SUP-004,PROD-0093,2024-11-18,2024-12-04,2024-12-06,Delivered
SHIP-001062,SUP-009,PROD-0029,2024-08-25,2024-09-10,2024-09-11,Delivered
SHIP-001063,SUP-014,PROD-0045,2024-01-10,2024-01-17,2024-01-17,Delivered
SHIP-001064,SUP-004,PROD-0035,2024-06-29,2024-07-15,2024-07-14,Delivered
SHIP-001065,SUP-005,PROD-0061,2024-08-02,2024-08-07,2024-08-06,Delivered
SHIP-001066,SUP-017,PROD-0010,2024-12-27,2025-01-10,2025-01-11,Delivered
SHIP-001067,SUP-017,PROD-0087,2024-07-10,2024-07-24,2024-07-22,Delivered
SHIP-001068,SUP-011,PROD-0056,2024-02-13,2024-03-14,2024-03-13,Delivered
SHIP-001069,SUP-008,PROD-0008,2024-11-21,2024-12-14,2024-12-17,Delayed
SHIP-001070,SUP-010,PROD-0049,2024-04-20,2024-05-11,2024-05-15,Delayed
SHIP-001071,SUP-019,PROD-0065,2024-05-26,2024-05-30,2024-06-09,Delayed
SHIP-001072,SUP-019,PROD-0002,2024-09-01,2024-09-05,2024-09-14,Delayed
SHIP-001073,SUP-009,PROD-0084,2024-12-23,2025-01-08,,In Transit
SHIP-001074,SUP-017,PROD-0063,2024-02-15,2024-02-29,2024-03-01,Delivered
SHIP-001075,SUP-012,PROD-0080,2024-10-29,2024-11-26,2024-11-27,Delivered
SHIP-001076,SUP-004,PROD-0012,2024-01-05,2024-01-21,2024-01-21,Delivered
SHIP-001077,SUP-002,PROD-0036,2024-05-07,2024-05-31,2024-06-02,Delivered
SHIP-001078,SUP-019,PROD-0003,2024-10-25,2024-10-29,2024-10-27,Delivered
SHIP-001079,SUP-018,PROD-0073,2024-03-31,2024-04-22,2024-04-21,Delivered
SHIP-001080,SUP-020,PROD-0028,2024-12-03,2024-12-23,2025-01-01,Delayed
SHIP-001081,SUP-004,PROD-0080,2024-06-18,2024-07-04,2024-07-04,Delivered
SHIP-001082,SUP-013,PROD-0066,2024-04-09,2024-04-25,2024-04-26,Delivered
SHIP-001083,SUP-019,PROD-0081,2024-07-18,2024-07-22,2024-07-22,Delivered
SHIP-001084,SUP-018,PROD-0030,2024-06-19,2024-07-11,2024-07-11,Delivered
SHIP-001085,SUP-001,PROD-0078,2024-07-15,2024-07-22,2024-07-21,Delivered
SHIP-001086,SUP-016,PROD-0060,2024-03-19,2024-03-24,2024-03-23,Delivered
SHIP-001087,SUP-003,PROD-0098,2024-05-23,2024-06-12,2024-06-19,Delayed
SHIP-001088,SUP-006,PROD-0006,2024-12-12,2024-12-31,2024-12-30,Delivered
SHIP-001089,SUP-015,PROD-0085,2024-12-17,2025-01-13,,Pending
SHIP-001090,SUP-014,PROD-0036,2024-08-17,2024-08-24,2024-08-25,Delivered
SHIP-001091,SUP-005,PROD-0083,2024-01-23,2024-01-28,2024-02-06,Delayed
SHIP-001092,SUP-005,PROD-0054,2024-10-18,2024-10-23,2024-10-22,Delivered
SHIP-001093,SUP-002,PROD-0064,2024-11-05,2024-11-29,2024-11-29,Delivered
SHIP-001094,SUP-004,PROD-0024,2024-02-08,2024-02-24,2024-02-25,Delivered
SHIP-001095,SUP-004,PROD-0062,2024-12-02,2024-12-18,2024-12-24,Delayed
SHIP-001096,SUP-011,PROD-0096,2024-03-18,2024-04-17,2024-04-15,Delivered
SHIP-001097,SUP-013,PROD-0026,2024-07-14,2024-07-30,2024-08-01,Delivered
SHIP-001098,SUP-018,PROD-0025,2024-09-21,2024-10-13,2024-10-22,Delayed
SHIP-001099,SUP-007,PROD-0048,2024-01-08,2024-01-28,2024-01-27,Delivered
SHIP-001100,SUP-015,PROD-0028,2024-09-05,2024-10-02,2024-10-03,Delivered
SHIP-001101,SUP-010,PROD-0062,2024-02-24,2024-03-16,2024-03-15,Delivered
SHIP-001102,SUP-011,PROD-0001,2024-08-03,2024-09-02,2024-08-31,Delivered
SHIP-001103,SUP-007,PROD-0083,2024-07-03,2024-07-23,2024-07-23,Delivered
SHIP-001104,SUP-019,PROD-0045,2024-11-29,2024-12-03,2024-12-12,Delayed
SHIP-001105,SUP-005,PROD-0067,2024-03-31,2024-04-05,2024-04-03,Delivered
SHIP-001106,SUP-020,PROD-0056,2024-12-17,2025-01-06,2025-01-08,Delivered
SHIP-001107,SUP-015,PROD-0095,2024-03-12,2024-04-08,2024-04-07,Delivered
SHIP-001108,SUP-018,PROD-0014,2024-10-07,2024-10-29,2024-10-31,Delivered
SHIP-001109,SUP-010,PROD-0083,2024-10-25,2024-11-15,2024-11-13,Delivered
SHIP-001110,SUP-018,PROD-0052,2024-12-12,2025-01-03,2025-01-12,Delayed
SHIP-001111,SUP-015,PROD-0015,2024-09-25,2024-10-22,2024-10-20,Delivered
SHIP-001112,SUP-014,PROD-0032,2024-08-23,2024-08-30,2024-09-01,Delivered
SHIP-001113,SUP-009,PROD-0018,2024-03-30,2024-04-15,2024-04-21,Delayed
SHIP-001114,SUP-015,PROD-0069,2024-12-26,2025-01-22,2025-01-21,Delivered
SHIP-001115,SUP-018,PROD-0057,2024-07-30,2024-08-21,2024-08-23,Delivered
SHIP-001116,SUP-008,PROD-0098,2024-11-28,2024-12-21,2024-12-23,Delivered
SHIP-001117,SUP-020,PROD-0004,2024-12-05,2024-12-25,2024-12-25,Delivered
SHIP-001118,SUP-006,PROD-0042,2024-05-19,2024-06-07,2024-06-08,Delivered
SHIP-001119,SUP-004,PROD-0013,2024-03-09,2024-03-25,2024-03-31,Delayed
SHIP-001120,SUP-011,PROD-0072,2024-03-29,2024-04-28,2024-04-29,Delivered
SHIP-001121,SUP-012,PROD-0070,2024-09-10,2024-10-08,2024-10-14,Delayed
SHIP-001122,SUP-004,PROD-0006,2024-10-13,2024-10-29,2024-11-04,Delayed
SHIP-001123,SUP-003,PROD-0063,2024-02-07,2024-02-27,2024-02-25,Delivered
SHIP-001124,SUP-018,PROD-0069,2024-12-16,2025-01-07,2025-01-10,Delayed
SHIP-001125,SUP-005,PROD-0028,2024-04-29,2024-05-04,2024-05-04,Delivered
SHIP-001126,SUP-013,PROD-0024,2024-12-23,2025-01-08,2025-01-10,Delivered
SHIP-001127,SUP-001,PROD-0002,2024-10-18,2024-10-25,2024-11-02,Delayed
SHIP-001128,SUP-011,PROD-0092,2024-07-11,2024-08-10,2024-08-10,Delivered
SHIP-001129,SUP-014,PROD-0092,2024-03-31,2024-04-07,2024-04-05,Delivered
SHIP-001130,SUP-009,PROD-0073,2024-10-11,2024-10-27,2024-10-25,Delivered
SHIP-001131,SUP-009,PROD-0046,2024-02-03,2024-02-19,2024-02-29,Delayed
SHIP-001132,SUP-010,PROD-0041,2024-05-22,2024-06-12,2024-06-14,Delivered
SHIP-001133,SUP-010,PROD-0005,2024-02-16,2024-03-08,2024-03-07,Delivered
SHIP-001134,SUP-010,PROD-0069,2024-02-23,2024-03-15,2024-03-16,Delivered
SHIP-001135,SUP-001,PROD-0063,2024-07-01,2024-07-08,2024-07-09,Delivered
SHIP-001136,SUP-010,PROD-0054,2024-06-07,2024-06-28,2024-06-27,Delivered
SHIP-001137,SUP-018,PROD-0064,2024-01-30,2024-02-21,2024-02-20,Delivered
SHIP-001138,SUP-002,PROD-0001,2024-02-24,2024-03-19,2024-03-20,Delivered
SHIP-001139,SUP-002,PROD-0033,2024-09-27,2024-10-21,2024-10-19,Delivered
SHIP-001140,SUP-006,PROD-0064,2024-06-06,2024-06-25,2024-06-24,Delivered
SHIP-001141,SUP-011,PROD-0083,2024-03-12,2024-04-11,2024-04-11,Delivered
SHIP-001142,SUP-003,PROD-0089,2024-09-26,2024-10-16,2024-10-14,Delivered
SHIP-001143,SUP-016,PROD-0094,2024-02-10,2024-02-15,2024-02-17,Delivered
SHIP-001144,SUP-006,PROD-0098,2024-03-26,2024-04-14,2024-04-13,Delivered
SHIP-001145,SUP-008,PROD-0056,2024-01-13,2024-02-05,2024-02-03,Delivered
SHIP-001146,SUP-012,PROD-0075,2024-07-14,2024-08-11,2024-08-12,Delivered
SHIP-001147,SUP-009,PROD-0013,2024-03-26,2024-04-11,2024-04-15,Delayed
SHIP-001148,SUP-019,PROD-0007,2024-10-10,2024-10-14,2024-10-12,Delivered
SHIP-001149,SUP-015,PROD-0059,2024-01-05,2024-02-01,2024-01-31,Delivered
SHIP-001150,SUP-004,PROD-0032,2024-02-19,2024-03-06,2024-03-09,Delayed
SHIP-001151,SUP-016,PROD-0075,2024-02-05,2024-02-10,2024-02-09,Delivered
SHIP-001152,SUP-020,PROD-0085,2024-06-14,2024-07-04,2024-07-05,Delivered
SHIP-001153,SUP-008,PROD-0098,2024-11-22,2024-12-15,2024-12-14,Delivered
SHIP-001154,SUP-012,PROD-0023,2024-10-05,2024-11-02,2024-10-31,Delivered
SHIP-001155,SUP-011,PROD-0094,2024-04-20,2024-05-20,2024-05-18,Delivered
SHIP-001156,SUP-018,PROD-0010,2024-03-31,2024-04-22,2024-04-24,Delivered
SHIP-001157,SUP-012,PROD-0099,2024-11-30,2024-12-28,2025-01-01,Delayed
SHIP-001158,SUP-020,PROD-0031,2024-11-01,2024-11-21,2024-11-19,Delivered
SHIP-001159,SUP-014,PROD-0091,2024-05-21,2024-05-28,2024-05-29,Delivered
SHIP-001160,SUP-017,PROD-0004,2024-02-12,2024-02-26,2024-02-25,Delivered
SHIP-001161,SUP-007,PROD-0015,2024-07-25,2024-08-14,2024-08-15,Delivered
SHIP-001162,SUP-002,PROD-0062,2024-09-10,2024-10-04,2024-10-05,Delivered
SHIP-001163,SUP-015,PROD-0038,2024-03-21,2024-04-17,2024-04-17,Delivered
SHIP-001164,SUP-013,PROD-0039,2024-07-05,2024-07-21,2024-07-23,Delivered
SHIP-001165,SUP-020,PROD-0020,2024-10-09,2024-10-29,2024-10-28,Delivered
SHIP-001166,SUP-001,PROD-0042,2024-12-19,2024-12-26,,Pending
SHIP-001167,SUP-016,PROD-0034,2024-07-04,2024-07-09,2024-07-10,Delivered
SHIP-001168,SUP-013,PROD-0053,2024-12-29,2025-01-14,2025-01-13,Delivered
SHIP-001169,SUP-012,PROD-0042,2024-02-04,2024-03-03,2024-03-05,Delivered
SHIP-001170,SUP-017,PROD-0043,2024-05-19,2024-06-02,2024-05-31,Delivered
SHIP-001171,SUP-011,PROD-0070,2024-09-05,2024-10-05,2024-10-05,Delivered
SHIP-001172,SUP-013,PROD-0094,2024-12-06,2024-12-22,,Pending
SHIP-001173,SUP-018,PROD-0085,2024-12-02,2024-12-24,2024-12-26,Delivered
SHIP-001174,SUP-013,PROD-0017,2024-04-13,2024-04-29,2024-05-01,Delivered
SHIP-001175,SUP-019,PROD-0004,2024-03-17,2024-03-21,2024-03-19,Delivered
SHIP-001176,SUP-002,PROD-0014,2024-09-01,2024-09-25,2024-09-24,Delivered
SHIP-001177,SUP-014,PROD-0074,2024-06-22,2024-06-29,2024-06-30,Delivered
SHIP-001178,SUP-015,PROD-0055,2024-07-31,2024-08-27,2024-08-26,Delivered
SHIP-001179,SUP-004,PROD-0094,2024-10-15,2024-10-31,2024-11-01,Delivered
SHIP-001180,SUP-020,PROD-0084,2024-04-25,2024-05-15,2024-05-17,Delivered
SHIP-001181,SUP-018,PROD-0022,2024-07-04,2024-07-26,2024-07-25,Delivered
SHIP-001182,SUP-007,PROD-0058,2024-04-23,2024-05-13,2024-05-15,Delivered
SHIP-001183,SUP-005,PROD-0100,2024-06-12,2024-06-17,2024-06-20,Delayed
SHIP-001184,SUP-014,PROD-0050,2024-12-25,2025-01-01,,In Transit
SHIP-001185,SUP-016,PROD-0027,2024-03-13,2024-03-18,2024-03-19,Delivered
SHIP-001186,SUP-010,PROD-0021,2024-07-03,2024-07-24,2024-07-24,Delivered
SHIP-001187,SUP-018,PROD-0050,2024-08-08,2024-08-30,2024-08-28,Delivered
SHIP-001188,SUP-018,PROD-0009,2024-05-17,2024-06-08,2024-06-06,Delivered
SHIP-001189,SUP-019,PROD-0003,2024-01-10,2024-01-14,2024-01-14,Delivered
SHIP-001190,SUP-002,PROD-0085,2024-11-20,2024-12-14,2024-12-14,Delivered
SHIP-001191,SUP-006,PROD-0016,2024-07-03,2024-07-22,2024-07-22,Delivered
