shipment_id,product_id,supplier_id,warehouse_id,order_date,expected_date,actual_date,quantity,unit_cost,total_cost,delay_days,on_time,defective_units
SHP-006214,PROD-0084,SUP-04,WH-04,2024-04-20,2024-06-05,2024-06-05,295,475.27,140204.65,0,True,10
SHP-006215,PROD-0084,SUP-04,WH-04,2024-05-02,2024-06-27,2024-06-27,433,475.27,205791.91,0,True,15
SHP-006216,PROD-0084,SUP-04,WH-04,2024-05-14,2024-06-14,2024-06-14,386,475.27,183454.22,0,True,14
SHP-006217,PROD-0084,SUP-04,WH-04,2024-05-26,2024-07-18,2024-07-18,262,475.27,124520.74,0,True,9
SHP-006218,PROD-0084,SUP-04,WH-04,2024-06-07,2024-07-14,2024-07-14,154,475.27,73191.58,0,True,5
SHP-006219,PROD-0084,SUP-04,WH-04,2024-06-19,2024-08-03,2024-08-03,99,475.27,47051.73,0,True,3
SHP-006220,PROD-0084,SUP-04,WH-04,2024-07-01,2024-08-09,2024-08-22,208,475.27,98856.16,13,False,7
SHP-006221,PROD-0084,SUP-04,WH-04,2024-07-13,2024-08-27,2024-08-27,377,475.27,179176.79,0,True,13
SHP-006222,PROD-0084,SUP-04,WH-04,2024-07-25,2024-09-01,2024-09-01,129,475.27,61309.83,0,True,4
SHP-006223,PROD-0084,SUP-04,WH-04,2024-08-06,2024-09-25,2024-09-25,51,475.27,24238.77,0,True,1
SHP-006224,PROD-0084,SUP-04,WH-04,2024-08-18,2024-10-01,2024-10-01,444,475.27,211019.88,0,True,16
SHP-006225,PROD-0084,SUP-04,WH-04,2024-08-30,2024-09-30,2024-09-30,188,475.27,89350.76,0,True,6
SHP-006226,PROD-0084,SUP-04,WH-04,2024-09-11,2024-10-23,2024-10-23,281,475.27,133550.87,0,True,10
SHP-006227,PROD-0084,SUP-04,WH-04,2024-09-23,2024-11-05,2024-11-05,442,475.27,210069.34,0,True,16
SHP-006228,PROD-0084,SUP-04,WH-04,2024-10-05,2024-11-18,2024-11-18,288,475.27,136877.76,0,True,10
SHP-006229,PROD-0084,SUP-04,WH-04,2024-10-17,2024-11-18,2024-11-18,392,475.27,186305.84,0,True,14
SHP-006230,PROD-0084,SUP-04,WH-04,2024-10-29,2024-12-05,2024-12-05,92,475.27,43724.84,0,True,3
SHP-006231,PROD-0084,SUP-04,WH-04,2024-11-10,2024-12-21,2024-12-21,230,475.27,109312.1,0,True,8
SHP-006232,PROD-0084,SUP-04,WH-04,2024-11-22,2024-12-29,2024-12-29,146,475.27,69389.42,0,True,5
SHP-006233,PROD-0084,SUP-04,WH-04,2024-12-04,2025-01-26,2025-02-04,421,475.27,200088.67,9,False,15
SHP-006234,PROD-0084,SUP-04,WH-04,2024-12-16,2025-01-23,2025-01-23,367,475.27,174424.09,0,True,13
SHP-006235,PROD-0084,SUP-04,WH-04,2024-12-28,2025-01-29,2025-02-11,442,475.27,210069.34,13,False,16
SHP-006236,PROD-0085,SUP-05,WH-05,2022-01-01,2022-01-26,2022-01-26,225,225.73,50789.25,0,True,31
SHP-006237,PROD-0085,SUP-05,WH-05,2022-01-12,2022-02-05,2022-02-05,403,225.73,90969.19,0,True,56
SHP-006238,PROD-0085,SUP-05,WH-05,2022-01-23,2022-02-18,2022-02-18,437,225.73,98644.01,0,True,61
SHP-006239,PROD-0085,SUP-05,WH-05,2022-02-03,2022-02-28,2022-02-28,224,225.73,50563.52,0,True,31
SHP-006240,PROD-0085,SUP-05,WH-05,2022-02-14,2022-03-11,2022-03-11,437,225.73,98644.01,0,True,61
SHP-006241,PROD-0085,SUP-05,WH-05,2022-02-25,2022-03-23,2022-03-23,312,225.73,70427.76,0,True,43
SHP-006242,PROD-0085,SUP-05,WH-05,2022-03-08,2022-04-01,2022-04-14,158,225.73,35665.34,13,False,22
SHP-006243,PROD-0085,SUP-05,WH-05,2022-03-19,2022-04-13,2022-04-13,376,225.73,84874.48,0,True,52
SHP-006244,PROD-0085,SUP-05,WH-05,2022-03-30,2022-04-26,2022-05-04,432,225.73,97515.36,8,False,60
SHP-006245,PROD-0085,SUP-05,WH-05,2022-04-10,2022-05-04,2022-05-04,431,225.73,97289.63,0,True,60
SHP-006246,PROD-0085,SUP-05,WH-05,2022-04-21,2022-05-16,2022-05-20,449,225.73,101352.77,4,False,62
SHP-006247,PROD-0085,SUP-05,WH-05,2022-05-02,2022-05-29,2022-05-29,284,225.73,64107.32,0,True,39
SHP-006248,PROD-0085,SUP-05,WH-05,2022-05-13,2022-06-09,2022-06-09,238,225.73,53723.74,0,True,33
SHP-006249,PROD-0085,SUP-05,WH-05,2022-05-24,2022-06-18,2022-06-22,68,225.73,15349.64,4,False,9
SHP-006250,PROD-0085,SUP-05,WH-05,2022-06-04,2022-06-29,2022-06-29,342,225.73,77199.66,0,True,47
SHP-006251,PROD-0085,SUP-05,WH-05,2022-06-15,2022-07-11,2022-07-11,390,225.73,88034.7,0,True,54
SHP-006252,PROD-0085,SUP-05,WH-05,2022-06-26,2022-07-21,2022-07-21,262,225.73,59141.26,0,True,36
SHP-006253,PROD-0085,SUP-05,WH-05,2022-07-07,2022-08-03,2022-08-15,211,225.73,47629.03,12,False,29
SHP-006254,PROD-0085,SUP-05,WH-05,2022-07-18,2022-08-13,2022-08-13,118,225.73,26636.14,0,True,16
SHP-006255,PROD-0085,SUP-05,WH-05,2022-07-29,2022-08-22,2022-08-22,316,225.73,71330.68,0,True,44
SHP-006256,PROD-0085,SUP-05,WH-05,2022-08-09,2022-09-02,2022-09-11,353,225.73,79682.69,9,False,49
SHP-006257,PROD-0085,SUP-05,WH-05,2022-08-20,2022-09-13,2022-09-13,333,225.73,75168.09,0,True,46
SHP-006258,PROD-0085,SUP-05,WH-05,2022-08-31,2022-09-25,2022-10-04,224,225.73,50563.52,9,False,31
SHP-006259,PROD-0085,SUP-05,WH-05,2022-09-11,2022-10-06,2022-10-06,66,225.73,14898.18,0,True,9
SHP-006260,PROD-0085,SUP-05,WH-05,2022-09-22,2022-10-18,2022-10-31,212,225.73,47854.76,13,False,29
SHP-006261,PROD-0085,SUP-05,WH-05,2022-10-03,2022-10-27,2022-10-27,470,225.73,106093.1,0,True,65
SHP-006262,PROD-0085,SUP-05,WH-05,2022-10-14,2022-11-07,2022-11-07,489,225.73,110381.97,0,True,68
SHP-006263,PROD-0085,SUP-05,WH-05,2022-10-25,2022-11-18,2022-11-18,203,225.73,45823.19,0,True,28
SHP-006264,PROD-0085,SUP-05,WH-05,2022-11-05,2022-11-30,2022-12-11,120,225.73,27087.6,11,False,16
SHP-006265,PROD-0085,SUP-05,WH-05,2022-11-16,2022-12-12,2022-12-12,244,225.73,55078.12,0,True,34
SHP-006266,PROD-0085,SUP-05,WH-05,2022-11-27,2022-12-21,2022-12-21,485,225.73,109479.05,0,True,67
SHP-006267,PROD-0085,SUP-05,WH-05,2022-12-08,2023-01-03,2023-01-10,321,225.73,72459.33,7,False,44
SHP-006268,PROD-0085,SUP-05,WH-05,2022-12-19,2023-01-13,2023-01-13,207,225.73,46726.11,0,True,28
SHP-006269,PROD-0085,SUP-05,WH-05,2022-12-30,2023-01-24,2023-01-24,61,225.73,13769.53,0,True,8
SHP-006270,PROD-0085,SUP-05,WH-05,2023-01-10,2023-02-04,2023-02-05,217,225.73,48983.41,1,False,30
SHP-006271,PROD-0085,SUP-05,WH-05,2023-01-21,2023-02-15,2023-02-15,495,225.73,111736.35,0,True,69
SHP-006272,PROD-0085,SUP-05,WH-05,2023-02-01,2023-02-28,2023-03-03,358,225.73,80811.34,3,False,50
SHP-006273,PROD-0085,SUP-05,WH-05,2023-02-12,2023-03-10,2023-03-20,235,225.73,53046.55,10,False,32
SHP-006274,PROD-0085,SUP-05,WH-05,2023-02-23,2023-03-19,2023-03-19,185,225.73,41760.05,0,True,25
SHP-006275,PROD-0085,SUP-05,WH-05,2023-03-06,2023-04-02,2023-04-02,113,225.73,25507.49,0,True,15
SHP-006276,PROD-0085,SUP-05,WH-05,2023-03-17,2023-04-13,2023-04-13,348,225.73,78554.04,0,True,48
SHP-006277,PROD-0085,SUP-05,WH-05,2023-03-28,2023-04-21,2023-04-21,75,225.73,16929.75,0,True,10
SHP-006278,PROD-0085,SUP-05,WH-05,2023-04-08,2023-05-02,2023-05-02,439,225.73,99095.47,0,True,61
SHP-006279,PROD-0085,SUP-05,WH-05,2023-04-19,2023-05-14,2023-05-23,489,225.73,110381.97,9,False,68
SHP-006280,PROD-0085,SUP-05,WH-05,2023-04-30,2023-05-24,2023-05-26,331,225.73,74716.63,2,False,46
SHP-006281,PROD-0085,SUP-05,WH-05,2023-05-11,2023-06-06,2023-06-16,329,225.73,74265.17,10,False,46
SHP-006282,PROD-0085,SUP-05,WH-05,2023-05-22,2023-06-17,2023-06-22,386,225.73,87131.78,5,False,54
SHP-006283,PROD-0085,SUP-05,WH-05,2023-06-02,2023-06-28,2023-06-28,256,225.73,57786.88,0,True,35
SHP-006284,PROD-0085,SUP-05,WH-05,2023-06-13,2023-07-08,2023-07-21,209,225.73,47177.57,13,False,29
SHP-006285,PROD-0085,SUP-05,WH-05,2023-06-24,2023-07-20,2023-07-20,220,225.73,49660.6,0,True,30
SHP-006286,PROD-0085,SUP-05,WH-05,2023-07-05,2023-07-30,2023-08-04,120,225.73,27087.6,5,False,16
SHP-006287,PROD-0085,SUP-05,WH-05,2023-07-16,2023-08-10,2023-08-10,351,225.73,79231.23,0,True,49
SHP-006288,PROD-0085,SUP-05,WH-05,2023-07-27,2023-08-21,2023-08-21,294,225.73,66364.62,0,True,41
SHP-006289,PROD-0085,SUP-05,WH-05,2023-08-07,2023-09-02,2023-09-02,234,225.73,52820.82,0,True,32
SHP-006290,PROD-0085,SUP-05,WH-05,2023-08-18,2023-09-13,2023-09-13,185,225.73,41760.05,0,True,25
SHP-006291,PROD-0085,SUP-05,WH-05,2023-08-29,2023-09-22,2023-09-22,337,225.73,76071.01,0,True,47
SHP-006292,PROD-0085,SUP-05,WH-05,2023-09-09,2023-10-04,2023-10-04,221,225.73,49886.33,0,True,30
SHP-006293,PROD-0085,SUP-05,WH-05,2023-09-20,2023-10-16,2023-10-16,341,225.73,76973.93,0,True,47
SHP-006294,PROD-0085,SUP-05,WH-05,2023-10-01,2023-10-26,2023-11-07,372,225.73,83971.56,12,False,52
SHP-006295,PROD-0085,SUP-05,WH-05,2023-10-12,2023-11-05,2023-11-05,161,225.73,36342.53,0,True,22
SHP-006296,PROD-0085,SUP-05,WH-05,2023-10-23,2023-11-17,2023-11-17,136,225.73,30699.28,0,True,19
SHP-006297,PROD-0085,SUP-05,WH-05,2023-11-03,2023-11-28,2023-12-10,492,225.73,111059.16,12,False,68
SHP-006298,PROD-0085,SUP-05,WH-05,2023-11-14,2023-12-09,2023-12-09,258,225.73,58238.34,0,True,36
SHP-006299,PROD-0085,SUP-05,WH-05,2023-11-25,2023-12-21,2023-12-21,498,225.73,112413.54,0,True,69
SHP-006300,PROD-0085,SUP-05,WH-05,2023-12-06,2024-01-01,2024-01-01,423,225.73,95483.79,0,True,59
SHP-006301,PROD-0085,SUP-05,WH-05,2023-12-17,2024-01-12,2024-01-25,302,225.73,68170.46,13,False,42
SHP-006302,PROD-0085,SUP-05,WH-05,2023-12-28,2024-01-21,2024-01-21,270,225.73,60947.1,0,True,37
SHP-006303,PROD-0085,SUP-05,WH-05,2024-01-08,2024-02-02,2024-02-02,248,225.73,55981.04,0,True,34
SHP-006304,PROD-0085,SUP-05,WH-05,2024-01-19,2024-02-15,2024-02-19,199,225.73,44920.27,4,False,27
SHP-006305,PROD-0085,SUP-05,WH-05,2024-01-30,2024-02-26,2024-02-26,352,225.73,79456.96,0,True,49
SHP-006306,PROD-0085,SUP-05,WH-05,2024-02-10,2024-03-07,2024-03-14,197,225.73,44468.81,7,False,27
SHP-006307,PROD-0085,SUP-05,WH-05,2024-02-21,2024-03-17,2024-03-17,488,225.73,110156.24,0,True,68
SHP-006308,PROD-0085,SUP-05,WH-05,2024-03-03,2024-03-29,2024-03-29,180,225.73,40631.4,0,True,25
SHP-006309,PROD-0085,SUP-05,WH-05,2024-03-14,2024-04-10,2024-04-10,50,225.73,11286.5,0,True,7
SHP-006310,PROD-0085,SUP-05,WH-05,2024-03-25,2024-04-22,2024-04-22,147,225.73,33182.31,0,True,20
SHP-006311,PROD-0085,SUP-05,WH-05,2024-04-05,2024-04-29,2024-04-29,115,225.73,25958.95,0,True,16
SHP-006312,PROD-0085,SUP-05,WH-05,2024-04-16,2024-05-14,2024-05-14,378,225.73,85325.94,0,True,52
SHP-006313,PROD-0085,SUP-05,WH-05,2024-04-27,2024-05-21,2024-05-21,393,225.73,88711.89,0,True,55
SHP-006314,PROD-0085,SUP-05,WH-05,2024-05-08,2024-06-04,2024-06-04,70,225.73,15801.1,0,True,9
SHP-006315,PROD-0085,SUP-05,WH-05,2024-05-19,2024-06-13,2024-06-17,431,225.73,97289.63,4,False,60
SHP-006316,PROD-0085,SUP-05,WH-05,2024-05-30,2024-06-25,2024-06-26,400,225.73,90292.0,1,False,56
SHP-006317,PROD-0085,SUP-05,WH-05,2024-06-10,2024-07-04,2024-07-04,161,225.73,36342.53,0,True,22
SHP-006318,PROD-0085,SUP-05,WH-05,2024-06-21,2024-07-18,2024-07-23,344,225.73,77651.12,5,False,48
SHP-006319,PROD-0085,SUP-05,WH-05,2024-07-02,2024-07-27,2024-07-27,417,225.73,94129.41,0,True,58
SHP-006320,PROD-0085,SUP-05,WH-05,2024-07-13,2024-08-07,2024-08-09,57,225.73,12866.61,2,False,7
SHP-006321,PROD-0085,SUP-05,WH-05,2024-07-24,2024-08-20,2024-08-20,155,225.73,34988.15,0,True,21
SHP-006322,PROD-0085,SUP-05,WH-05,2024-08-04,2024-08-28,2024-08-28,420,225.73,94806.6,0,True,58
SHP-006323,PROD-0085,SUP-05,WH-05,2024-08-15,2024-09-09,2024-09-20,494,225.73,111510.62,11,False,69
SHP-006324,PROD-0085,SUP-05,WH-05,2024-08-26,2024-09-22,2024-09-22,260,225.73,58689.8,0,True,36
SHP-006325,PROD-0085,SUP-05,WH-05,2024-09-06,2024-10-02,2024-10-02,398,225.73,89840.54,0,True,55
SHP-006326,PROD-0085,SUP-05,WH-05,2024-09-17,2024-10-13,2024-10-13,153,225.73,34536.69,0,True,21
SHP-006327,PROD-0085,SUP-05,WH-05,2024-09-28,2024-10-23,2024-10-23,155,225.73,34988.15,0,True,21
SHP-006328,PROD-0085,SUP-05,WH-05,2024-10-09,2024-11-02,2024-11-02,495,225.73,111736.35,0,True,69
SHP-006329,PROD-0085,SUP-05,WH-05,2024-10-20,2024-11-14,2024-11-25,389,225.73,87808.97,11,False,54
SHP-006330,PROD-0085,SUP-05,WH-05,2024-10-31,2024-11-25,2024-11-25,190,225.73,42888.7,0,True,26
SHP-006331,PROD-0085,SUP-05,WH-05,2024-11-11,2024-12-06,2024-12-06,51,225.73,11512.23,0,True,7
SHP-006332,PROD-0085,SUP-05,WH-05,2024-11-22,2024-12-17,2024-12-17,81,225.73,18284.13,0,True,11
SHP-006333,PROD-0085,SUP-05,WH-05,2024-12-03,2024-12-29,2025-01-11,80,225.73,18058.4,13,False,11
SHP-006334,PROD-0085,SUP-05,WH-05,2024-12-14,2025-01-08,2025-01-08,198,225.73,44694.54,0,True,27
SHP-006335,PROD-0085,SUP-05,WH-05,2024-12-25,2025-01-20,2025-01-20,197,225.73,44468.81,0,True,27
SHP-006336,PROD-0086,SUP-06,WH-01,2022-01-01,2022-02-09,2022-02-09,268,320.64,85931.52,0,True,8
SHP-006337,PROD-0086,SUP-06,WH-01,2022-01-13,2022-02-16,2022-02-16,452,320.64,144929.28,0,True,13
SHP-006338,PROD-0086,SUP-06,WH-01,2022-01-25,2022-03-06,2022-03-06,350,320.64,112224.0,0,True,10
SHP-006339,PROD-0086,SUP-06,WH-01,2022-02-06,2022-03-15,2022-03-15,379,320.64,121522.56,0,True,11
SHP-006340,PROD-0086,SUP-06,WH-01,2022-02-18,2022-03-27,2022-03-27,402,320.64,128897.28,0,True,12
SHP-006341,PROD-0086,SUP-06,WH-01,2022-03-02,2022-03-30,2022-03-30,294,320.64,94268.16,0,True,9
SHP-006342,PROD-0086,SUP-06,WH-01,2022-03-14,2022-04-20,2022-04-20,295,320.64,94588.8,0,True,9
SHP-006343,PROD-0086,SUP-06,WH-01,2022-03-26,2022-04-27,2022-04-27,118,320.64,37835.52,0,True,3
SHP-006344,PROD-0086,SUP-06,WH-01,2022-04-07,2022-05-17,2022-05-17,380,320.64,121843.2,0,True,11
SHP-006345,PROD-0086,SUP-06,WH-01,2022-04-19,2022-05-30,2022-05-30,332,320.64,106452.48,0,True,10
SHP-006346,PROD-0086,SUP-06,WH-01,2022-05-01,2022-06-07,2022-06-07,124,320.64,39759.36,0,True,3
SHP-006347,PROD-0086,SUP-06,WH-01,2022-05-13,2022-06-15,2022-06-15,239,320.64,76632.96,0,True,7
SHP-006348,PROD-0086,SUP-06,WH-01,2022-05-25,2022-06-28,2022-06-28,100,320.64,32064.0,0,True,3
SHP-006349,PROD-0086,SUP-06,WH-01,2022-06-06,2022-07-09,2022-07-09,314,320.64,100680.96,0,True,9
SHP-006350,PROD-0086,SUP-06,WH-01,2022-06-18,2022-07-15,2022-07-15,256,320.64,82083.84,0,True,7
SHP-006351,PROD-0086,SUP-06,WH-01,2022-06-30,2022-07-26,2022-07-26,104,320.64,33346.56,0,True,3
SHP-006352,PROD-0086,SUP-06,WH-01,2022-07-12,2022-08-16,2022-08-16,179,320.64,57394.56,0,True,5
SHP-006353,PROD-0086,SUP-06,WH-01,2022-07-24,2022-08-20,2022-08-20,392,320.64,125690.88,0,True,12
SHP-006354,PROD-0086,SUP-06,WH-01,2022-08-05,2022-09-07,2022-09-07,344,320.64,110300.16,0,True,10
SHP-006355,PROD-0086,SUP-06,WH-01,2022-08-17,2022-09-15,2022-09-15,143,320.64,45851.52,0,True,4
SHP-006356,PROD-0086,SUP-06,WH-01,2022-08-29,2022-09-24,2022-09-24,320,320.64,102604.8,0,True,9
SHP-006357,PROD-0086,SUP-06,WH-01,2022-09-10,2022-10-07,2022-10-07,60,320.64,19238.4,0,True,1
SHP-006358,PROD-0086,SUP-06,WH-01,2022-09-22,2022-11-06,2022-11-06,444,320.64,142364.16,0,True,13
SHP-006359,PROD-0086,SUP-06,WH-01,2022-10-04,2022-10-31,2022-10-31,224,320.64,71823.36,0,True,6
SHP-006360,PROD-0086,SUP-06,WH-01,2022-10-16,2022-11-13,2022-11-13,145,320.64,46492.8,0,True,4
SHP-006361,PROD-0086,SUP-06,WH-01,2022-10-28,2022-11-23,2022-11-23,419,320.64,134348.16,0,True,12
SHP-006362,PROD-0086,SUP-06,WH-01,2022-11-09,2022-12-12,2022-12-12,406,320.64,130179.84,0,True,12
SHP-006363,PROD-0086,SUP-06,WH-01,2022-11-21,2022-12-21,2022-12-21,152,320.64,48737.28,0,True,4
SHP-006364,PROD-0086,SUP-06,WH-01,2022-12-03,2022-12-24,2022-12-24,481,320.64,154227.84,0,True,14
SHP-006365,PROD-0086,SUP-06,WH-01,2022-12-15,2023-01-25,2023-01-25,232,320.64,74388.48,0,True,7
SHP-006366,PROD-0086,SUP-06,WH-01,2022-12-27,2023-01-14,2023-01-14,369,320.64,118316.16,0,True,11
SHP-006367,PROD-0086,SUP-06,WH-01,2023-01-08,2023-02-03,2023-02-03,216,320.64,69258.24,0,True,6
SHP-006368,PROD-0086,SUP-06,WH-01,2023-01-20,2023-02-19,2023-02-19,232,320.64,74388.48,0,True,7
SHP-006369,PROD-0086,SUP-06,WH-01,2023-02-01,2023-03-09,2023-03-09,322,320.64,103246.08,0,True,9
SHP-006370,PROD-0086,SUP-06,WH-01,2023-02-13,2023-03-13,2023-03-13,270,320.64,86572.8,0,True,8
SHP-006371,PROD-0086,SUP-06,WH-01,2023-02-25,2023-03-24,2023-03-24,89,320.64,28536.96,0,True,2
SHP-006372,PROD-0086,SUP-06,WH-01,2023-03-09,2023-04-10,2023-04-10,120,320.64,38476.8,0,True,3
SHP-006373,PROD-0086,SUP-06,WH-01,2023-03-21,2023-04-19,2023-04-19,72,320.64,23086.08,0,True,2
SHP-006374,PROD-0086,SUP-06,WH-01,2023-04-02,2023-04-25,2023-04-25,323,320.64,103566.72,0,True,9
SHP-006375,PROD-0086,SUP-06,WH-01,2023-04-14,2023-05-23,2023-05-23,398,320.64,127614.72,0,True,12
SHP-006376,PROD-0086,SUP-06,WH-01,2023-04-26,2023-05-31,2023-05-31,119,320.64,38156.16,0,True,3
SHP-006377,PROD-0086,SUP-06,WH-01,2023-05-08,2023-06-14,2023-06-14,161,320.64,51623.04,0,True,4
SHP-006378,PROD-0086,SUP-06,WH-01,2023-05-20,2023-06-22,2023-06-22,181,320.64,58035.84,0,True,5
SHP-006379,PROD-0086,SUP-06,WH-01,2023-06-01,2023-07-02,2023-07-02,259,320.64,83045.76,0,True,7
SHP-006380,PROD-0086,SUP-06,WH-01,2023-06-13,2023-07-23,2023-07-25,379,320.64,121522.56,2,False,11
SHP-006381,PROD-0086,SUP-06,WH-01,2023-06-25,2023-07-22,2023-07-22,157,320.64,50340.48,0,True,4
SHP-006382,PROD-0086,SUP-06,WH-01,2023-07-07,2023-08-11,2023-08-11,171,320.64,54829.44,0,True,5
SHP-006383,PROD-0086,SUP-06,WH-01,2023-07-19,2023-08-21,2023-08-21,462,320.64,148135.68,0,True,14
SHP-006384,PROD-0086,SUP-06,WH-01,2023-07-31,2023-09-01,2023-09-01,324,320.64,103887.36,0,True,9
SHP-006385,PROD-0086,SUP-06,WH-01,2023-08-12,2023-09-04,2023-09-04,439,320.64,140760.96,0,True,13
SHP-006386,PROD-0086,SUP-06,WH-01,2023-08-24,2023-09-19,2023-09-19,402,320.64,128897.28,0,True,12
SHP-006387,PROD-0086,SUP-06,WH-01,2023-09-05,2023-10-18,2023-10-18,386,320.64,123767.04,0,True,11
SHP-006388,PROD-0086,SUP-06,WH-01,2023-09-17,2023-10-22,2023-10-22,53,320.64,16993.92,0,True,1
SHP-006389,PROD-0086,SUP-06,WH-01,2023-09-29,2023-10-23,2023-10-23,160,320.64,51302.4,0,True,4
SHP-006390,PROD-0086,SUP-06,WH-01,2023-10-11,2023-11-01,2023-11-01,219,320.64,70220.16,0,True,6
SHP-006391,PROD-0086,SUP-06,WH-01,2023-10-23,2023-11-17,2023-11-17,348,320.64,111582.72,0,True,10
SHP-006392,PROD-0086,SUP-06,WH-01,2023-11-04,2023-11-30,2023-11-30,192,320.64,61562.88,0,True,5
SHP-006393,PROD-0086,SUP-06,WH-01,2023-11-16,2023-12-21,2023-12-21,228,320.64,73105.92,0,True,7
SHP-006394,PROD-0086,SUP-06,WH-01,2023-11-28,2023-12-18,2023-12-18,334,320.64,107093.76,0,True,10
SHP-006395,PROD-0086,SUP-06,WH-01,2023-12-10,2024-01-20,2024-01-20,428,320.64,137233.92,0,True,13
SHP-006396,PROD-0086,SUP-06,WH-01,2023-12-22,2024-01-25,2024-01-27,342,320.64,109658.88,2,False,10
SHP-006397,PROD-0086,SUP-06,WH-01,2024-01-03,2024-02-11,2024-02-11,148,320.64,47454.72,0,True,4
SHP-006398,PROD-0086,SUP-06,WH-01,2024-01-15,2024-02-16,2024-02-16,169,320.64,54188.16,0,True,5
SHP-006399,PROD-0086,SUP-06,WH-01,2024-01-27,2024-02-26,2024-02-26,141,320.64,45210.24,0,True,4
SHP-006400,PROD-0086,SUP-06,WH-01,2024-02-08,2024-03-07,2024-03-07,151,320.64,48416.64,0,True,4
SHP-006401,PROD-0086,SUP-06,WH-01,2024-02-20,2024-03-20,2024-03-20,81,320.64,25971.84,0,True,2
SHP-006402,PROD-0086,SUP-06,WH-01,2024-03-03,2024-04-05,2024-04-05,366,320.64,117354.24,0,True,11
SHP-006403,PROD-0086,SUP-06,WH-01,2024-03-15,2024-04-17,2024-04-17,421,320.64,134989.44,0,True,12
SHP-006404,PROD-0086,SUP-06,WH-01,2024-03-27,2024-04-20,2024-04-20,371,320.64,118957.44,0,True,11
SHP-006405,PROD-0086,SUP-06,WH-01,2024-04-08,2024-04-25,2024-04-25,203,320.64,65089.92,0,True,6
SHP-006406,PROD-0086,SUP-06,WH-01,2024-04-20,2024-05-20,2024-05-20,128,320.64,41041.92,0,True,3
SHP-006407,PROD-0086,SUP-06,WH-01,2024-05-02,2024-06-11,2024-06-11,131,320.64,42003.84,0,True,4
SHP-006408,PROD-0086,SUP-06,WH-01,2024-05-14,2024-06-12,2024-06-12,137,320.64,43927.68,0,True,4
SHP-006409,PROD-0086,SUP-06,WH-01,2024-05-26,2024-06-09,2024-06-09,139,320.64,44568.96,0,True,4
SHP-006410,PROD-0086,SUP-06,WH-01,2024-06-07,2024-07-11,2024-07-11,265,320.64,84969.6,0,True,8
SHP-006411,PROD-0086,SUP-06,WH-01,2024-06-19,2024-07-19,2024-07-19,130,320.64,41683.2,0,True,4
SHP-006412,PROD-0086,SUP-06,WH-01,2024-07-01,2024-07-27,2024-07-27,262,320.64,84007.68,0,True,8
SHP-006413,PROD-0086,SUP-06,WH-01,2024-07-13,2024-08-01,2024-08-01,408,320.64,130821.12,0,True,12
SHP-006414,PROD-0086,SUP-06,WH-01,2024-07-25,2024-08-28,2024-08-28,415,320.64,133065.6,0,True,12
SHP-006415,PROD-0086,SUP-06,WH-01,2024-08-06,2024-09-11,2024-09-11,396,320.64,126973.44,0,True,12
SHP-006416,PROD-0086,SUP-06,WH-01,2024-08-18,2024-09-17,2024-09-26,352,320.64,112865.28,9,False,10
SHP-006417,PROD-0086,SUP-06,WH-01,2024-08-30,2024-09-24,2024-10-04,281,320.64,90099.84,10,False,8
SHP-006418,PROD-0086,SUP-06,WH-01,2024-09-11,2024-09-29,2024-09-29,354,320.64,113506.56,0,True,10
SHP-006419,PROD-0086,SUP-06,WH-01,2024-09-23,2024-11-09,2024-11-09,160,320.64,51302.4,0,True,4
SHP-006420,PROD-0086,SUP-06,WH-01,2024-10-05,2024-11-05,2024-11-05,362,320.64,116071.68,0,True,11
SHP-006421,PROD-0086,SUP-06,WH-01,2024-10-17,2024-11-21,2024-11-21,192,320.64,61562.88,0,True,5
SHP-006422,PROD-0086,SUP-06,WH-01,2024-10-29,2024-11-28,2024-11-28,159,320.64,50981.76,0,True,4
SHP-006423,PROD-0086,SUP-06,WH-01,2024-11-10,2024-12-11,2024-12-11,477,320.64,152945.28,0,True,14
SHP-006424,PROD-0086,SUP-06,WH-01,2024-11-22,2024-12-22,2024-12-22,201,320.64,64448.64,0,True,6
SHP-006425,PROD-0086,SUP-06,WH-01,2024-12-04,2025-01-07,2025-01-07,288,320.64,92344.32,0,True,8
SHP-006426,PROD-0086,SUP-06,WH-01,2024-12-16,2025-01-21,2025-01-21,109,320.64,34949.76,0,True,3
SHP-006427,PROD-0086,SUP-06,WH-01,2024-12-28,2025-02-01,2025-02-01,77,320.64,24689.28,0,True,2
SHP-006428,PROD-0087,SUP-07,WH-02,2022-01-01,2022-01-26,2022-01-26,488,43.35,21154.8,0,True,23
SHP-006429,PROD-0087,SUP-07,WH-02,2022-01-14,2022-02-01,2022-02-01,252,43.35,10924.2,0,True,11
SHP-006430,PROD-0087,SUP-07,WH-02,2022-01-27,2022-02-11,2022-02-11,427,43.35,18510.45,0,True,20
SHP-006431,PROD-0087,SUP-07,WH-02,2022-02-09,2022-02-25,2022-02-25,315,43.35,13655.25,0,True,14
SHP-006432,PROD-0087,SUP-07,WH-02,2022-02-22,2022-03-08,2022-03-08,168,43.35,7282.8,0,True,7
SHP-006433,PROD-0087,SUP-07,WH-02,2022-03-07,2022-03-30,2022-03-30,75,43.35,3251.25,0,True,3
SHP-006434,PROD-0087,SUP-07,WH-02,2022-03-20,2022-03-21,2022-03-21,328,43.35,14218.8,0,True,15
